store_id,last_one_hour_uptime,last_one_day_uptime,last_one_week_uptime,last_one_hour_downtime,last_one_day_downtime,last_one_week_downtime
3676139268965286790,60,9,43,0,15,125
4301772298177454840,0,0,0,60,24,168
8281805787549037440,0,0,0,60,24,168
8018186541496678058,0,0,0,60,24,168
4382118344072425968,0,12,56,60,12,112
6833286636551589412,0,0,0,60,24,168
2599611321049050132,0,3,31,60,21,137
5172683340926528202,0,12,58,60,12,110
2444571783856717430,0,0,0,60,24,168
464344448013588853,0,0,6,60,24,162
5531489951592523305,60,13,62,0,11,106
7717660522305873406,0,0,0,60,24,168
8442155930538555912,0,0,0,60,24,168
1406152021548527918,0,8,46,60,16,122
2743917683024367670,0,0,0,60,24,168
1263313221864352798,0,0,0,60,24,168
6033078927093216807,0,13,61,60,11,107
5324764130529948850,60,16,63,0,8,105
5963244290990414105,0,0,0,60,24,168
60457724125785585,0,0,0,60,24,168
2485499600567598550,0,0,0,60,24,168
7079274467824786529,60,15,51,0,9,117
1759100766811847016,0,0,0,60,24,168
5953482702228811540,60,4,28,0,20,140
7782135406639936057,0,4,31,60,20,137
6561703302272808517,0,0,0,60,24,168
2716610122072123243,60,30,103,0,0,65
5347190332832093080,0,0,0,60,24,168
8358338731902291786,60,16,55,0,8,113
7494741768470986869,60,12,54,0,12,114
5871369041881192916,0,0,0,60,24,168
4093637869733340731,0,0,0,60,24,168
4944536771765996026,0,0,0,60,24,168
5638448267600207795,0,15,61,60,9,107
6077660293503601866,0,4,19,60,20,149
158406589678859173,0,0,0,60,24,168
7614824149049759851,60,26,107,0,0,61
4980781886232290796,60,27,125,0,0,43
148795032015503980,0,0,0,60,24,168
7048905833395581738,0,14,61,60,10,107
3520543761789396773,60,11,61,0,13,107
7700782639388559644,60,9,56,0,15,112
8032203943642240039,60,22,123,0,2,45
3511697439746388335,0,10,51,60,14,117
541109969542481625,60,13,59,0,11,109
2243645196147922938,60,15,49,0,9,119
8138753161225770962,60,13,44,0,11,124
4564476575467126467,0,13,51,60,11,117
2745405131043922955,0,10,51,60,14,117
367590061114712815,0,0,28,60,24,140
4392262532304212457,60,14,36,0,10,132
8204802052972909326,0,16,65,60,8,103
8260425251717833965,60,14,45,0,10,123
2723370672116413902,60,15,53,0,9,115
4328591465187020322,0,0,0,60,24,168
5013320822136552165,60,13,59,0,11,109
7315424696798227151,0,11,44,60,13,124
84556309993044773,0,6,28,60,18,140
5501223155082294021,0,0,0,60,24,168
7082578511700830448,0,0,0,60,24,168
3735062644644951598,0,0,0,60,24,168
6885055584095593568,60,26,113,0,0,55
2739506591976043860,0,7,28,60,17,140
7570269368745353854,60,28,98,0,0,70
3880151045864708269,0,0,0,60,24,168
3904969617592740705,0,3,42,60,21,126
6293447473718103019,60,22,97,0,2,71
9093184199664355954,0,0,0,60,24,168
3639357247132139641,0,0,3,60,24,165
4452511061815625182,60,15,58,0,9,110
4302876854415357898,0,14,63,60,10,105
9187547007090535526,0,9,52,60,15,116
6102129618872858606,0,0,0,60,24,168
6828664592648566966,60,24,98,0,0,70
4294796976390641784,60,12,33,0,12,135
2799412755942795518,60,22,73,0,2,95
5228523973235102150,60,27,90,0,0,78
7787233413436356353,60,16,54,0,8,114
8767068586059881204,0,0,0,60,24,168
6047205650421415000,0,13,56,60,11,112
1653546505509885456,0,10,47,60,14,121
2435196420942917349,0,15,68,60,9,100
2357757371120531929,0,0,3,60,24,165
404347378606512385,0,21,68,60,3,100
7920342993186169703,0,15,60,60,9,108
1749934803604450894,0,11,63,60,13,105
4683660238197535839,60,13,46,0,11,122
590843890890025127,0,0,0,60,24,168
8518420877315551053,0,0,0,60,24,168
8174582901236810236,60,12,58,0,12,110
1247679670163222814,0,0,0,60,24,168
2093459406570130080,0,3,19,60,21,149
6552433352624117779,0,0,0,60,24,168
5128069222245972936,0,0,4,60,24,164
5617147641233795296,60,11,61,0,13,107
2328922577549224385,0,20,93,60,4,75
8902299702965892833,0,27,115,60,0,53
5772275248460011564,0,16,55,60,8,113
7709672704889672140,0,16,63,60,8,105
1568938491008399136,60,16,43,0,8,125
7598275831951085035,0,17,66,60,7,102
5484740482186213372,60,13,60,0,11,108
4270744069660276008,60,23,105,0,1,63
5934756706876462824,60,35,140,0,0,28
5332269489088543854,0,11,46,60,13,122
2821716218327194996,0,0,3,60,24,165
2141385027021675889,0,0,0,60,24,168
2107845511883729045,0,3,23,60,21,145
5645218418215070857,60,12,56,0,12,112
3121383547391132887,0,0,5,60,24,163
8470714152989033556,0,11,52,60,13,116
1142217956989272744,0,0,0,60,24,168
6940297665890606054,0,9,41,60,15,127
4378492065940312953,0,6,29,60,18,139
4668147078195147229,60,14,56,0,10,112
1265586619698561267,0,0,0,60,24,168
4108771977457241007,0,0,4,60,24,164
442221075012068131,60,9,55,0,15,113
1133297841839630705,60,9,56,0,15,112
4393726559807507255,0,0,0,60,24,168
2570503046636429378,0,15,69,60,9,99
2741813902405087050,0,0,33,60,24,135
114275044024650773,60,13,54,0,11,114
3430291845684286642,60,8,27,0,16,141
2789835417512749936,0,0,0,60,24,168
6561574537151816086,0,0,0,60,24,168
96562112022963516,60,10,48,0,14,120
7535412366097548723,0,4,25,60,20,143
3587665864946240964,0,0,0,60,24,168
2601623541509400542,0,11,53,60,13,115
7516542846385307227,0,0,3,60,24,165
3510851156832069763,0,10,55,60,14,113
7735253880009557608,60,12,62,0,12,106
4624725758261783243,0,10,60,60,14,108
3261499711683468740,0,11,58,60,13,110
891329511295269720,60,10,55,0,14,113
8395278100631560761,60,27,113,0,0,55
2543361499493856526,60,11,47,0,13,121
1352067438971867278,60,21,94,0,3,74
8158574425503693718,0,10,50,60,14,118
978662904734234369,60,10,54,0,14,114
8284419975823451193,60,13,38,0,11,130
4568804477775278696,0,0,0,60,24,168
3334018861623947597,0,0,0,60,24,168
5869359793550600766,0,0,0,60,24,168
3967308403807969669,60,14,53,0,10,115
7915689110941151310,60,11,58,0,13,110
5749922296635145506,60,5,23,0,19,145
8494749731668571682,60,12,56,0,12,112
9125769193436105000,60,12,52,0,12,116
8804060814231974834,0,0,0,60,24,168
6762475149574716258,0,0,12,60,24,156
8567568702056553166,60,12,53,0,12,115
2062632175994588271,0,11,60,60,13,108
2326998101403619796,0,0,0,60,24,168
3476297652413330731,0,12,58,60,12,110
8769244068032301610,0,14,105,60,10,63
1281369870889059404,0,0,0,60,24,168
7484228659551863931,0,11,53,60,13,115
5194480840419173071,0,3,16,60,21,152
7913048394031126738,0,11,54,60,13,114
7107629672848489940,0,15,51,60,9,117
7101133681770744047,0,12,59,60,12,109
5285677229247796985,0,0,0,60,24,168
2447384155877148423,0,14,66,60,10,102
3004335085266214420,0,11,60,60,13,108
4616172507620864132,0,0,0,60,24,168
4479691732026209340,60,14,55,0,10,113
6833173360315994191,0,6,48,60,18,120
6348248333327710775,0,10,51,60,14,117
3733328457465971628,60,21,71,0,3,97
2696644192611925431,0,9,57,60,15,111
8721185064311032518,0,0,7,60,24,161
4147900741778358744,60,15,56,0,9,112
5048390595707248268,60,11,52,0,13,116
6236032181607039940,0,11,54,60,13,114
4398082883008351949,0,12,57,60,12,111
8656974969835091987,60,11,49,0,13,119
78840133745304014,0,0,0,60,24,168
3344763649801164460,60,7,34,0,17,134
1552357708124022142,0,8,58,60,16,110
5528766180183805661,0,0,0,60,24,168
6252624026242162708,60,12,52,0,12,116
4923162991944642705,0,3,17,60,21,151
6792005552508373456,60,9,51,0,15,117
3207936275085636287,60,23,101,0,1,67
1227925152111468964,0,0,0,60,24,168
3830435584849095889,60,16,59,0,8,109
5721357029476609077,0,15,66,60,9,102
1495179965606986494,0,0,0,60,24,168
5610412530533291063,0,0,0,60,24,168
9111813718630350474,60,12,51,0,12,117
7001015127375054226,0,0,0,60,24,168
2126569572325536294,60,23,72,0,1,96
4664838166424751162,0,20,80,60,4,88
1062490453651181568,0,0,5,60,24,163
3119561459267159151,60,17,65,0,7,103
5829217592981755483,0,5,34,60,19,134
229392696493371616,60,10,57,0,14,111
3897548149267830666,60,13,52,0,11,116
7898009483253486425,60,16,58,0,8,110
7116155571181942746,0,16,68,60,8,100
3408762813100733141,60,15,61,0,9,107
6202874450801049187,0,10,48,60,14,120
4248854976462323200,60,10,55,0,14,113
6540865366107698272,0,0,0,60,24,168
3750497338178007450,0,0,0,60,24,168
544843242554356188,0,0,0,60,24,168
4681743429609749121,0,14,61,60,10,107
1245871250837592404,0,0,0,60,24,168
2742003467129972596,60,12,50,0,12,118
6817327931256412969,0,11,47,60,13,121
6108971205781098565,60,30,98,0,0,70
145417959116960440,0,0,3,60,24,165
2671352006512594556,60,13,54,0,11,114
5516253888190090178,0,5,30,60,19,138
3673755321638450787,60,20,108,0,4,60
757564082742101725,0,0,0,60,24,168
391996128555104689,0,0,11,60,24,157
1024015964072928046,0,0,10,60,24,158
4307011245033810874,60,15,62,0,9,106
8833174126387019785,0,0,0,60,24,168
2378940157071248391,0,8,45,60,16,123
2460010385978945388,60,14,61,0,10,107
2607803237069552758,60,15,53,0,9,115
5441697692781080792,0,0,7,60,24,161
2942562654126415992,60,14,49,0,10,119
8342809399303170104,0,0,0,60,24,168
5514360354119431183,0,0,0,60,24,168
7669040490108017952,60,16,45,0,8,123
12572597046904092,0,13,50,60,11,118
1324681203567490082,60,21,102,0,3,66
3970428415823108093,0,0,0,60,24,168
1281962307190481769,60,17,86,0,7,82
7865853505802791614,0,0,37,60,24,131
339527900019182494,0,11,62,60,13,106
2200316197143126398,60,15,57,0,9,111
849669130903883218,0,14,62,60,10,106
1120203242682432112,0,0,0,60,24,168
1339634828329062513,60,13,59,0,11,109
8377637253278141924,60,30,103,0,0,65
1406055937856189625,0,11,59,60,13,109
5670063460750150662,60,25,103,0,0,65
4756832881864797637,60,15,57,0,9,111
7848107479568999542,0,14,50,60,10,118
7102602689636982474,60,11,51,0,13,117
3528905339584729426,0,0,0,60,24,168
6644346740593479671,0,13,49,60,11,119
7298697060786411262,0,0,0,60,24,168
332573856100750857,0,7,34,60,17,134
8046946363444153301,0,15,68,60,9,100
921857799091881195,60,12,48,0,12,120
8469454412704129667,60,12,48,0,12,120
6842397837840074931,60,12,57,0,12,111
3335936003001211540,60,26,107,0,0,61
1494721423399185336,60,6,36,0,18,132
5548591958446704772,0,0,0,60,24,168
3355650025131059565,0,0,1,60,24,167
4823461475864726096,60,15,69,0,9,99
3309449187761773285,0,0,8,60,24,160
6908789011556253351,0,9,49,60,15,119
8165685535525538800,0,17,56,60,7,112
7384579014141510360,0,0,0,60,24,168
1912555533282230523,60,39,148,0,0,20
4176667942951462854,0,11,50,60,13,118
6935189878675027473,0,0,37,60,24,131
8493329891106339753,0,0,0,60,24,168
6534582361387159998,0,0,0,60,24,168
4958276022230275279,60,12,53,0,12,115
6263806500030725828,60,16,51,0,8,117
4656329363676640496,0,0,11,60,24,157
5882131408888381960,0,0,0,60,24,168
5148694224669442750,0,0,2,60,24,166
7377442190619561655,0,0,8,60,24,160
8241407863379904851,0,13,64,60,11,104
6243851406198325678,0,0,0,60,24,168
8739366148952710727,0,0,39,60,24,129
6459845284155432644,0,28,120,60,0,48
810957447354664574,60,15,63,0,9,105
8970509312518893785,0,0,0,60,24,168
1759040210299471913,0,7,40,60,17,128
3131488116569714251,0,0,0,60,24,168
5044586070385128581,0,26,68,60,0,100
7466277663248763659,60,12,62,0,12,106
6703745954269203712,60,14,56,0,10,112
3655250411246040457,0,0,0,60,24,168
4608713669307530996,60,9,59,0,15,109
9218470229355806679,0,0,0,60,24,168
2689915302676052787,0,0,0,60,24,168
3181682982511372161,0,10,57,60,14,111
8957564409329106783,60,8,50,0,16,118
5437414992872782794,0,0,5,60,24,163
1736823622651363324,60,10,58,0,14,110
5225120952399060307,60,13,59,0,11,109
6421416286321404209,60,29,120,0,0,48
8525317248689089924,0,0,0,60,24,168
5885389123242289716,0,27,107,60,0,61
1568048303936889128,60,37,147,0,0,21
1275530718017616233,60,12,56,0,12,112
7423028298759910665,60,18,104,0,6,64
2222659961197665002,60,19,65,0,5,103
2581306311641061569,0,0,0,60,24,168
4439758315040000214,0,0,0,60,24,168
2816010346575914202,0,12,39,60,12,129
9091984024869413132,0,0,28,60,24,140
3010734844991134260,0,12,56,60,12,112
3478508669626617796,0,0,0,60,24,168
922677094745545948,60,31,128,0,0,40
8510657403329403361,0,11,41,60,13,127
2544654206029195412,0,0,0,60,24,168
1085824308941718209,0,4,21,60,20,147
7642900884278143798,60,26,110,0,0,58
4772426002265484977,60,14,62,0,10,106
8839009347165021967,0,12,53,60,12,115
1076326551375173763,0,0,0,60,24,168
3483396411645927810,60,22,101,0,2,67
8383837387169593069,60,14,64,0,10,104
8596104727907893615,0,0,0,60,24,168
5943691394885647081,0,0,8,60,24,160
7160291849340964918,0,12,58,60,12,110
8705601254340815493,60,16,65,0,8,103
4164786324368398402,60,10,36,0,14,132
1329620749273573213,60,27,116,0,0,52
3872163434748924812,0,0,0,60,24,168
530052332378613789,60,17,57,0,7,111
544421500538284823,0,11,30,60,13,138
8252810315979230650,60,17,58,0,7,110
2654794462633250702,60,11,60,0,13,108
5638371070040836066,60,12,61,0,12,107
4647070785754553179,0,12,56,60,12,112
5414311746658143054,0,8,33,60,16,135
6651116329301285608,0,0,0,60,24,168
6022548883305393564,60,29,121,0,0,47
3182483432348915988,0,0,0,60,24,168
6710364911321105729,0,0,0,60,24,168
7431024604579120252,60,14,56,0,10,112
8516636064198554687,60,20,77,0,4,91
4866400698986294569,0,9,31,60,15,137
2237237809358266022,60,16,58,0,8,110
5404373355533072272,0,0,0,60,24,168
807795446744791539,60,14,59,0,10,109
3636679415424536226,0,12,35,60,12,133
5519546548733745356,0,0,0,60,24,168
3302025903868811555,60,12,66,0,12,102
3570313972097068018,0,0,0,60,24,168
2169420598568208664,60,12,54,0,12,114
7369000223881875999,0,0,33,60,24,135
1600945327166552615,0,0,0,60,24,168
5011875935689158149,0,0,0,60,24,168
8057193747432734671,0,0,0,60,24,168
6814306481052341158,60,12,69,0,12,99
6082960386530651837,60,13,57,0,11,111
8302393800798571304,60,14,60,0,10,108
4917202297383237926,60,14,52,0,10,116
6953348387419728440,0,10,41,60,14,127
2152172270735743834,60,13,60,0,11,108
3217866581073341993,0,0,0,60,24,168
4921318406079072062,0,7,36,60,17,132
222120335767680780,60,12,46,0,12,122
5366893348553692452,0,0,0,60,24,168
191331733720214713,60,31,143,0,0,25
7235724709470150362,0,0,0,60,24,168
1704502456927455373,0,1,14,60,23,154
505566916207950598,0,0,37,60,24,131
7852975887098099378,60,11,50,0,13,118
4789157162476311805,60,15,51,0,9,117
3301402885999045956,0,14,59,60,10,109
4025243709505534400,0,0,0,60,24,168
2717033434149907233,60,10,46,0,14,122
5623183175403629727,0,2,18,60,22,150
7764169820811597185,60,11,41,0,13,127
8496299046890675668,0,0,0,60,24,168
2755282567814293240,60,12,52,0,12,116
7542507095706884557,0,0,0,60,24,168
6711428470739531382,0,0,3,60,24,165
3955175527438439049,60,14,65,0,10,103
8363703646299213971,0,0,4,60,24,164
4390339339092922880,60,15,46,0,9,122
2819620032108319968,60,8,49,0,16,119
8273753264268101658,60,9,51,0,15,117
1059123788319082228,0,0,0,60,24,168
6321616220523777465,0,0,0,60,24,168
8562380563167441809,0,0,0,60,24,168
4846221263435180255,60,12,42,0,12,126
468251853021790099,0,12,54,60,12,114
8317560550989820837,0,0,0,60,24,168
6189768128772440449,0,15,57,60,9,111
10913998916849586,0,8,53,60,16,115
396078877209258585,0,0,0,60,24,168
7685023249649306361,0,0,0,60,24,168
6570957590527764528,0,0,0,60,24,168
1851462329436760047,0,12,58,60,12,110
9094899234157960657,0,10,53,60,14,115
3109175233871883374,0,0,0,60,24,168
1834569743158088021,60,19,67,0,5,101
4424946105527141451,60,9,56,0,15,112
2999376585553443335,60,11,48,0,13,120
